timestamp,soc,soh,battery_voltage,battery_current,battery_temperature,charge_cycles,motor_temperature,motor_vibration,motor_torque,motor_rpm,power_consumption,brake_pad_wear,brake_pressure,reg_brake_efficiency,tire_pressure,tire_temperature,suspension_load,ambient_temperature,ambient_humidity,load_weight,driving_speed,distance_traveled,idle_time,route_roughness,maintenance_type
2024-10-01 15:00:00,0.8018818051208224,0.4914852237114813,211.93931930181515,-36.19356336532528,53.197342730359466,194.1605075004652,80.44401806867431,0.2769954278714536,188.33980471517816,1663.9458162979015,25.63197151195342,0.9352127659846892,33.092195713352275,0.836151127655227,31.586335095042266,31.67790527878289,159.3723397396985,19.44800411193684,49.19869119940945,866.7671454111685,46.24298046962867,5.2007600099029805,9.532020655592632,0.2597168819641884,0
2024-10-01 15:15:00,0.8717295333312016,0.9657671124496028,359.4162871013181,-17.92053089150489,45.83970392965738,610.955379554403,44.26399072650588,0.4798619050796887,172.33015351235,1923.5736913069848,75.33469013930569,0.1863326981753353,40.97316750279188,0.924584641939689,31.70054331910505,28.71070715873752,161.46489865715682,-3.243140984804719,45.67130021593517,914.301138706292,54.04146518211445,3.213848837645341,8.142297722434305,0.1155147031260731,0
2024-10-01 15:30:00,0.845099278276867,0.4359964844468851,357.17642203879416,-15.53403772105642,28.666214752350484,130.96444226836806,53.63570200185766,0.2266614661720237,194.26301668718216,1714.628035562949,22.466624667307087,0.2808451016682288,47.09558983998524,0.9172246368464076,21.672551219867103,34.07280204109412,140.17174722598205,19.182332353536843,44.512990239180674,832.7377532993513,113.4305430513952,4.986033203801124,0.2731626485160847,0.2585808227416686,1
2024-10-01 15:45:00,0.9557564598900596,0.9170514272027048,392.3533512195705,-20.03898971254232,27.8235487852744,122.73691131745656,82.64702022617705,0.3348709240377452,104.1821814356636,1628.1187232625475,72.34993010465882,0.1211925215854011,34.556414577542256,0.8036987413040249,22.440184278477,34.049586160718405,184.91893839309856,24.85469849017612,88.05793200619456,1527.228562682617,59.93000248542506,2.52272072048076,0.0443124563970008,0.1201056970167571,0
2024-10-01 16:00:00,0.930551047798272,0.5714237546302985,368.8827899745109,-104.755662144148,33.59690540229382,178.66035813679383,57.76396163170014,0.3392751025416263,123.97293178422544,1544.205835809399,22.556462480836704,0.1540181399665501,35.24608003516526,0.8508631524875159,30.10901909877545,33.832241761652874,100.55773802284442,-1.6462030705577178,40.0807889996191,530.0954728268539,57.77987605546181,3.901017568270253,0.6458564569532046,0.1196500331920208,0
2024-10-01 16:15:00,0.8076442166613754,0.9329592512162922,397.90805109552446,-44.45915742461428,26.27878596574985,155.84254066573828,43.61170966694984,0.4254027279335041,333.38498909478653,1793.4862071305104,24.317010087177195,0.2366733930488551,39.85814714555069,0.8720877653218672,31.61018043395828,30.661667600299545,117.71089226490754,18.054988233962,39.05148022385377,874.6707341948677,45.11288228503974,4.278333703885218,0.5470502369109909,0.8543540872928198,0
2024-10-01 16:30:00,0.8668838300620085,0.9004569122642802,390.13551358472887,-124.14326606936405,54.10136924694263,118.2289488326876,45.603061076040426,0.3983557237220904,171.1241253673337,1654.7101343846773,26.00944322648885,0.2264787783157474,34.04395231852158,0.8123404075352696,22.908406070048507,28.11587895770904,477.29220418497135,-0.0721606097299396,43.26443027152336,631.0342240336304,57.517751196661735,6.652206106364257,0.7704205382682456,0.2218190531345737,0
2024-10-01 16:45:00,0.8814980335885507,0.9101938528152226,379.0847620187488,-104.4610458930944,33.80018014641782,186.72525679839168,49.05843013005475,0.2209910041708534,113.07171588041368,1773.9132262411515,26.3149479162371,0.8128303648004606,34.19038029592364,0.92058419504868,33.00161086256662,26.187149060413752,418.9404342959321,19.943868858154826,40.263633196552746,756.0613415878147,44.99070973812712,2.714079942412664,0.7710216655082188,0.2390968346579126,0
2024-10-01 17:00:00,0.8761272902563308,0.956424082619891,353.9780632198345,-35.23613344833696,25.931908748544068,112.49600924734898,43.27226227949408,0.3367314395804366,130.69309660852866,1511.828529290683,27.455063259028165,0.2886618006337033,87.5444963490726,0.9283085294450406,34.70015246302518,28.80837891032177,186.74855298651173,-2.052511923085274,44.607094202960894,598.1056524798064,47.431514692039976,0.293521194137184,0.1649931216208423,0.2959302200953696,0
2024-10-01 17:15:00,0.8620493518830613,0.9962839418776164,352.7018612543994,-39.04656704541239,31.664155035685084,185.3653035317749,40.27815615610513,0.3766528297446954,173.17489730992236,1606.076580153923,29.596667023054973,0.143724400045217,36.45191279700877,0.5574212965702584,24.245007010883263,52.90834286003712,176.30891292292438,11.17916936002863,80.65295922127748,758.4276536849939,51.67776553327811,0.868490494922628,0.5337885673903108,0.222082231258626,0
